City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
177,rota,36.6224,-6.3586,17.34,82,0,2.06,-6.3586,-6.3586
178,khandyga,62.6667,135.6,-11.88,97,100,0.96,135.6,135.6
179,progreso,21.2833,-89.6667,31.17,69,25,4.98,-89.6667,-89.6667
180,lashkar gah,31.5938,64.3716,22.15,23,81,3.32,64.3716,64.3716
181,minas de marcona,-15.2119,-75.1103,21.09,53,13,7.37,-75.1103,-75.1103
182,jayapura,-2.5333,140.7,23.66,93,93,2.12,140.7,140.7
183,brokopondo,4.75,-55.1667,33.11,49,76,0.67,-55.1667,-55.1667
184,stephenville,32.2207,-98.2023,11.59,47,0,4.63,-98.2023,-98.2023
185,xai-xai,-25.0519,33.6442,17.2,96,100,1.83,33.6442,33.6442
186,aasiaat,68.7098,-52.8699,2.26,63,51,9.43,-52.8699,-52.8699
187,chibougamau,49.9168,-74.3659,-4.21,68,75,5.14,-74.3659,-74.3659
188,lensk,60.7253,114.9278,-16.1,84,100,1.05,114.9278,114.9278
189,kenora,49.8167,-94.4337,-6.79,85,65,4.02,-94.4337,-94.4337
190,ain sefra,32.75,-0.5833,24.53,20,91,4.16,-0.5833,-0.5833
191,nagqu,31.5,92.0,-4.76,88,53,0.55,92.0,92.0
192,luorong,24.4058,109.6086,19.42,65,70,1.09,109.6086,109.6086
193,tabuk,17.4189,121.4443,22.26,86,90,2.03,121.4443,121.4443
194,kenai,60.5544,-151.2583,2.3,100,100,1.54,-151.2583,-151.2583
195,middlesboro,36.6084,-83.7166,11.78,66,100,0.0,-83.7166,-83.7166
196,luderitz,-26.6481,15.1594,18.66,60,0,1.98,15.1594,15.1594
197,erenhot,43.6475,111.9767,7.48,46,35,4.17,111.9767,111.9767
198,longyearbyen,78.2186,15.6401,-4.09,58,40,9.26,15.6401,15.6401
199,westport,41.1415,-73.3579,11.93,51,0,4.12,-73.3579,-73.3579
200,tidjikja,18.5564,-11.4271,36.55,9,31,3.92,-11.4271,-11.4271
201,taltal,-25.4,-70.4833,19.8,65,14,3.49,-70.4833,-70.4833
202,aykhal,66.0,111.5,-24.29,100,98,3.18,111.5,111.5
203,san luis,-33.295,-66.3356,22.02,27,29,5.33,-66.3356,-66.3356
204,port elizabeth,-33.918,25.5701,17.4,80,65,2.68,25.5701,25.5701
205,bikenibeu village,1.3673,173.1241,26.98,89,75,1.54,173.1241,173.1241
206,san ramon,37.7799,-121.978,16.73,50,0,2.06,-121.978,-121.978
207,brookings,44.3114,-96.7984,-3.23,75,100,6.69,-96.7984,-96.7984
208,enewetak,11.3474,162.3373,28.64,78,95,8.95,162.3373,162.3373
209,sinop,41.7711,34.8709,15.24,51,99,2.85,34.8709,34.8709
210,calvinia,-31.4707,19.776,23.6,14,9,3.8,19.776,19.776
211,copala,16.65,-98.9833,28.73,71,66,1.56,-98.9833,-98.9833
212,calca,-13.3333,-71.95,23.64,56,54,3.26,-71.95,-71.95
213,invercargill,-46.4,168.35,8.34,98,93,1.34,168.35,168.35
214,ntoum,0.3833,9.7833,27.87,92,98,1.61,9.7833,9.7833
215,quthing,-30.4,27.7003,13.96,37,57,1.32,27.7003,27.7003
216,dolinsk,47.35,142.8,9.84,93,57,4.24,142.8,142.8
217,taco pozo,-25.6167,-63.2833,24.26,54,90,3.65,-63.2833,-63.2833
218,yanji,42.9075,129.5078,8.26,72,29,1.89,129.5078,129.5078
219,kuala belait,4.5833,114.1833,25.64,90,97,1.5,114.1833,114.1833
220,dul'durga,50.6761,113.5931,-5.9,77,48,1.3,113.5931,113.5931
221,shimoda,34.6667,138.95,12.84,78,5,1.9,138.95,138.95
222,sola,-13.8833,167.55,25.92,83,46,9.25,167.55,167.55
223,hobyo,5.3505,48.5268,28.13,76,39,5.6,48.5268,48.5268
224,cole harbour,44.6724,-63.4751,8.29,63,36,8.94,-63.4751,-63.4751
225,howrah,22.5892,88.3103,27.0,74,20,0.0,88.3103,88.3103
226,bridgewater,44.3835,-64.5155,6.46,69,74,3.58,-64.5155,-64.5155
227,grants pass,42.439,-123.3284,11.57,81,0,0.0,-123.3284,-123.3284
228,reserva,-24.6503,-50.8506,17.56,98,100,0.44,-50.8506,-50.8506
229,port alfred,-33.5906,26.891,17.32,84,58,3.13,26.891,26.891
230,akureyri,65.6835,-18.0878,-1.29,73,6,1.81,-18.0878,-18.0878
231,amga,60.8953,131.9608,-15.25,98,100,0.92,131.9608,131.9608
232,konarka,19.9,86.1167,25.22,71,0,2.21,86.1167,86.1167
233,san jose de jachal,-30.2406,-68.7469,19.98,23,34,4.79,-68.7469,-68.7469
234,tindouf,27.6711,-8.1474,33.31,9,99,2.94,-8.1474,-8.1474
235,tazovsky,67.4667,78.7,-15.21,95,100,3.09,78.7,78.7
236,cabo san lucas,22.8909,-109.9124,29.73,65,0,0.89,-109.9124,-109.9124
237,soio,-6.1349,12.3689,26.06,82,98,1.34,12.3689,12.3689
238,gadzhiyevo,69.2551,33.3362,-1.31,84,99,3.22,33.3362,33.3362
239,kununurra,-15.7667,128.7333,29.78,57,79,4.47,128.7333,128.7333
240,goz beida,13.95,20.55,33.27,18,19,2.77,20.55,20.55
241,brisas de zicatela,15.8369,-97.0419,30.29,54,0,3.6,-97.0419,-97.0419
242,nemuro,43.3236,145.575,11.19,89,21,4.77,145.575,145.575
243,lompoc,34.6391,-120.4579,22.14,22,0,4.12,-120.4579,-120.4579
244,kailua-kona,19.6406,-155.9956,24.22,79,75,4.02,-155.9956,-155.9956
245,zaysan,47.4667,84.8667,6.74,87,100,3.21,84.8667,84.8667
246,mittenwald,47.4422,11.2619,7.44,92,100,0.45,11.2619,11.2619
247,waddan,29.1614,16.139,25.97,25,3,1.66,16.139,16.139
248,peniche,39.3558,-9.3811,18.95,80,14,5.65,-9.3811,-9.3811
249,gelibolu,40.4103,26.6708,18.92,77,7,2.59,26.6708,26.6708
250,labuan,5.2767,115.2417,27.79,80,99,2.63,115.2417,115.2417
251,keflavik,64.0049,-22.5624,5.24,65,20,7.2,-22.5624,-22.5624
252,upata,8.0086,-62.3989,32.13,42,78,2.4,-62.3989,-62.3989
253,annau,37.8876,58.516,17.63,42,62,3.77,58.516,58.516
254,isafjordur,66.0755,-23.124,-2.98,86,0,2.06,-23.124,-23.124
255,montepuez,-13.1256,38.9997,26.22,51,27,3.72,38.9997,38.9997
256,kale,50.9581,1.8521,13.33,81,34,9.85,1.8521,1.8521
257,naze,28.3667,129.4833,20.97,71,57,3.86,129.4833,129.4833
